date_transited,item_type,from_library,from_authority,to_library,to_authority
2018-02-02,Adult Fiction,Yate Library,South Gloucestershire,Chipping Sodbury Library,South Gloucestershire
2018-02-02,Child Fiction,Worle Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-02-02,Adult Fiction,Swanage Library,Dorset,Wimborne Library,Dorset
2018-02-02,Child Fiction,Yate Library,South Gloucestershire,Yate Mobile,South Gloucestershire
2018-02-03,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Radstock Library,Bath and North East Somerset
2018-02-03,Child Fiction,Radstock Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-03,Child Fiction,Keynsham Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-03,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-05,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-05,Adult Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-05,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-05,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-05,Child Fiction,Lytchett Matravers Library,Dorset,Christchurch Library,Dorset
2018-02-06,Adult Non Fiction,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-06,Adult Fiction,Campus Library,North Somerset,Winscombe Library,North Somerset
2018-02-06,12 DVD Standard,Weston (Bath) Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-06,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-02-06,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-02-06,Child Fiction,Lytchett Matravers Library,Dorset,Rossmore Library,Poole
2018-02-06,Adult Fiction,Wool Library,Dorset,Rossmore Library,Poole
2018-02-06,Adult Spoken Word,Wiveliscombe Library,Somerset,Wellington Library,Somerset
2018-02-06,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-06,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-06,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-06,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-06,Adult Non Fiction,Taunton Mobile,Somerset,Wells Mobile,Somerset
2018-02-07,Adult Non Fiction,Burton Bradstock Library,Dorset,Poole Local Studies Library,Poole
2018-02-07,Child Fiction,Bridport Library,Dorset,Dorchester Library,Dorset
2018-02-08,Child Fiction,Ferndown Library,Dorset,Dorchester Library,Dorset
2018-02-08,Child Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-02-08,Child Non Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-02-08,Child Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-02-08,Child Fiction,Taunton Mobile,Somerset,Wells Mobile,Somerset
2018-02-08,Child Fiction,Taunton Mobile,Somerset,Wells Mobile,Somerset
2018-02-08,Adult Fiction,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-08,Adult Non Fiction,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-08,Child Fiction,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-08,Large Print - Children,Wimborne Library,Dorset,Weymouth Library,Dorset
2018-02-08,Music CD,Wareham Library,Dorset,Poole Central Library,Poole
2018-02-08,Adult Spoken Word,Canford Heath Library,Poole,Dorchester Library,Dorset
2018-02-08,Adult Non Fiction,Yatton Library,North Somerset,Worle Library,North Somerset
2018-02-08,Adult Fiction,Saltford Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-02-08,Adult Fiction,Saltford Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-02-09,Child Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-02-09,Adult Non Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-02-09,Adult Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-02-09,YA / Teen Non Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-02-09,Adult Non Fiction,Swanage Library,Dorset,Wimborne Library,Dorset
2018-02-09,Child Fiction,Swanage Library,Dorset,Wimborne Library,Dorset
2018-02-09,YA / Teen Fiction,Swanage Library,Dorset,Wimborne Library,Dorset
2018-02-09,Adult Fiction,Congresbury Library,North Somerset,Yatton Library,North Somerset
2018-02-09,Adult Non Fiction,Christchurch Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-02-09,15 DVD Standard,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-09,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Weymouth Library,Dorset
2018-02-10,Child Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-02-10,Adult Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Adult Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Child Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Adult Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Adult Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Child Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Adult Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Child Non Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-02-10,Adult Fiction,Radstock Library,Bath and North East Somerset,Saltford Library,Bath and North East Somerset
2018-02-10,Adult Non Fiction,Yate Library,South Gloucestershire,Bath Central Library,Bath and North East Somerset
2018-02-10,Adult Non Fiction,Wiveliscombe Library,Somerset,Somerset County Reserve,Somerset
2018-02-10,Child Spoken Word,Parkstone Library,Poole,Canford Cliffs Library,Poole
2018-02-10,Child Non Fiction,Bath Central Library,Bath and North East Somerset,Burton Bradstock Library,Dorset
2018-02-10,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-10,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-10,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-10,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-11,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Christchurch Library,Dorset
2018-02-12,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-02-12,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-12,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-12,Child Fiction,Yate Library,South Gloucestershire,Yate Reserve Stack,South Gloucestershire
2018-02-12,Child Fiction,Yate Library,South Gloucestershire,Yate Reserve Stack,South Gloucestershire
2018-02-12,Child Fiction,Yate Library,South Gloucestershire,Yate Reserve Stack,South Gloucestershire
2018-02-12,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-13,Child Fiction,Canford Heath Library,Poole,Dorchester Library,Dorset
2018-02-13,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Poole Central Library,Poole
2018-02-13,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Canford Heath Library,Poole
2018-02-13,Adult Non Fiction,Weston (Bath) Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-02-13,Child Spoken Word,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-13,Child Spoken Word,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-13,Adult Non Fiction,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-13,Child Non Fiction,Dorchester Library,Dorset,Yeovil Library,Somerset
2018-02-13,Child Fiction,Keynsham Library,Bath and North East Somerset,Saltford Library,Bath and North East Somerset
2018-02-13,Adult Non Fiction,Charmouth Library,Dorset,Midsomer Norton Library,Bath and North East Somerset
2018-02-13,Adult Non Fiction,BNES Reserve Store,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-14,Adult Fiction,Glastonbury Library,Somerset,Burnham Library,Somerset
2018-02-14,Adult Non Fiction,Wyke Regis Library,Dorset,Yate Library,South Gloucestershire
2018-02-14,Adult Fiction,Taunton Mobile,Somerset,Downend Library,South Gloucestershire
2018-02-15,Large Print - Adult Fiction,Filton Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-02-15,Large Print - Adult Fiction,Filton Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-02-15,Adult Non Fiction,Wimborne Library,Dorset,Burton Bradstock Library,Dorset
2018-02-15,Adult Fiction,Campus Library,North Somerset,Worle Library,North Somerset
2018-02-15,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-15,Adult Non Fiction,Wimborne Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-02-15,Child Fiction,Burnham Library,Somerset,Cheddar Library,Somerset
2018-02-15,Adult Non Fiction,Canford Heath Library,Poole,Wimborne Library,Dorset
2018-02-15,Child Fiction,Bath Central Library,Bath and North East Somerset,Saltford Library,Bath and North East Somerset
2018-02-15,Child Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-15,Adult Fiction,Wimborne Library,Dorset,Colehill Library,Dorset
2018-02-15,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-15,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-15,Child Fiction,Weston (Bath) Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-02-15,Adult Non Fiction,Worle Library,North Somerset,N Som Healthy Living Centre,North Somerset
2018-02-15,Adult Fiction,Hanham Library,South Gloucestershire,Staple Hill Library,South Gloucestershire
2018-02-15,Adult Fiction,Hanham Library,South Gloucestershire,Staple Hill Library,South Gloucestershire
2018-02-15,Adult Non Fiction,Taunton Mobile,Somerset,Bath Central Library,Bath and North East Somerset
2018-02-16,Adult Non Fiction,Weymouth Library,Dorset,Bristol Central Lending Library,Bristol
2018-02-16,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-16,15 DVD Standard,West Moors Library,Dorset,Wyke Regis Library,Dorset
2018-02-16,Child Fiction,Bath Central Library,Bath and North East Somerset,Weston (Bath) Library,Bath and North East Somerset
2018-02-16,Child Non Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-16,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-02-16,Child Fiction,N Somerset District Stock,North Somerset,North Somerset Reserve,North Somerset
2018-02-16,Adult Fiction,Swanage Library,Dorset,Dorchester Library,Dorset
2018-02-16,Adult Fiction,Cadbury Heath Library,South Gloucestershire,West Moors Library,Dorset
2018-02-16,Adult Fiction,Patchway Library,South Gloucestershire,Bath Central Library,Bath and North East Somerset
2018-02-16,Child Non Fiction,Patchway Library,South Gloucestershire,Henleaze Library,Bristol
2018-02-17,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-17,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-17,Child Fiction,West Moors Library,Dorset,Wyke Regis Library,Dorset
2018-02-17,YA / Teen Fiction,Oakdale Library,Poole,Wimborne Library,Dorset
2018-02-17,Adult Fiction,Worle Library,North Somerset,Winscombe Library,North Somerset
2018-02-17,Child Fiction,Canford Heath Library,Poole,Poole Central Library,Poole
2018-02-17,Adult Non Fiction,Langport Library,Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-17,Child Fiction,Yate Library,South Gloucestershire,Staple Hill Library,South Gloucestershire
2018-02-17,Adult Reference,Wareham Library,Dorset,Dorchester Library,Dorset
2018-02-17,YA / Teen Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-02-18,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Bristol Central Lending Library,Bristol
2018-02-18,Adult Fiction,Moorland Road Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-02-19,Adult Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-02-19,Child Fiction,Keynsham Library,Bath and North East Somerset,B&NES Mobile Libraries,Bath and North East Somerset
2018-02-19,PG DVD Standard,Radstock Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-19,Adult Reference,B&NES Local Studies and Archives,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-02-19,Adult Reference,B&NES Local Studies and Archives,Bath and North East Somerset,BNES Reserve Store,Bath and North East Somerset
2018-02-19,Adult Non Fiction,Gillingham Library,Dorset,Frome Library,Somerset
